GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39
1500000US110010011004,110010011004,"Block Group 4, Census Tract 11, District of Columbia, District of Columbia",768,240,31,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,41,26,39,26,39,0,12,5,5,737,247,644,276,464,234,464,234,0,12,180,155,71,114,71,114,0,12,109,106,109,106,0,12,93,56,91,56,91,56,0,12,2,4
1500000US110010012001,110010012001,"Block Group 1, Census Tract 12, District of Columbia, District of Columbia",1976,264,99,78,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,99,78,62,46,41,38,21,24,37,42,1877,270,1156,317,890,266,890,266,0,12,266,203,93,155,93,155,0,12,173,124,173,124,0,12,721,163,556,125,479,129,77,44,165,95
1500000US110010012002,110010012002,"Block Group 2, Census Tract 12, District of Columbia, District of Columbia",862,250,32,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,48,11,20,0,12,11,20,21,29,830,246,242,177,242,177,242,177,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,588,190,461,128,384,129,77,79,127,112
1500000US110010012003,110010012003,"Block Group 3, Census Tract 12, District of Columbia, District of Columbia",722,271,10,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,18,0,12,0,12,0,12,10,18,712,273,477,219,439,220,439,220,0,12,38,59,0,12,0,12,0,12,38,59,38,59,0,12,235,175,118,64,57,46,61,53,117,123
1500000US110010012004,110010012004,"Block Group 4, Census Tract 12, District of Columbia, District of Columbia",1390,272,39,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,43,0,12,0,12,0,12,39,43,1351,275,1052,310,682,335,682,335,0,12,370,197,77,87,61,68,16,24,293,179,293,179,0,12,299,134,235,103,170,97,65,60,64,60
1500000US110010013011,110010013011,"Block Group 1, Census Tract 13.01, District of Columbia, District of Columbia",1681,428,114,97,54,82,54,82,54,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,53,34,32,10,16,24,27,26,31,1567,416,902,393,722,292,722,292,0,12,180,238,151,234,151,234,0,12,29,47,29,47,0,12,665,200,369,109,213,92,156,88,296,149
1500000US110010013012,110010013012,"Block Group 2, Census Tract 13.01, District of Columbia, District of Columbia",535,225,11,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,6,0,12,0,12,0,12,11,6,524,225,368,221,368,221,346,212,22,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,156,87,103,59,62,53,41,34,53,43
1500000US110010013013,110010013013,"Block Group 3, Census Tract 13.01, District of Columbia, District of Columbia",1510,377,46,50,29,41,29,41,0,12,29,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,27,17,27,17,27,0,12,0,12,1464,344,853,351,823,343,823,343,0,12,30,54,30,54,30,54,0,12,0,12,0,12,0,12,611,155,539,132,475,129,64,49,72,56
1500000US110010013021,110010013021,"Block Group 1, Census Tract 13.02, District of Columbia, District of Columbia",2269,431,393,240,84,137,84,137,84,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,309,252,151,111,114,99,37,42,158,189,1876,367,617,294,582,298,582,298,0,12,35,52,0,12,0,12,0,12,35,52,35,52,0,12,1259,276,1004,194,823,178,181,115,255,143
1500000US110010013022,110010013022,"Block Group 2, Census Tract 13.02, District of Columbia, District of Columbia",4366,670,282,176,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,282,176,184,141,143,132,41,48,98,83,4084,659,1521,464,1119,445,1119,445,0,12,402,279,216,265,216,265,0,12,186,133,186,133,0,12,2563,571,1872,316,1433,315,439,200,691,397
1500000US110010013023,110010013023,"Block Group 3, Census Tract 13.02, District of Columbia, District of Columbia",731,336,130,146,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,130,146,130,146,48,57,82,134,0,12,601,225,420,154,420,154,420,154,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,181,183,54,50,35,40,19,30,127,169
1500000US110010014011,110010014011,"Block Group 1, Census Tract 14.01, District of Columbia, District of Columbia",2237,260,237,144,25,36,25,36,0,12,25,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,212,139,58,42,34,32,24,28,154,123,2000,225,1383,247,1316,253,1306,251,10,15,67,62,0,12,0,12,0,12,67,62,67,62,0,12,617,101,562,90,482,88,80,50,55,37
1500000US110010014012,110010014012,"Block Group 2, Census Tract 14.01, District of Columbia, District of Columbia",1103,181,26,23,13,18,13,18,0,12,13,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,14,8,13,8,13,0,12,5,5,1077,182,961,201,902,206,890,206,12,18,59,63,0,12,0,12,0,12,59,63,42,45,17,18,116,58,106,55,98,53,8,13,10,13
1500000US110010014021,110010014021,"Block Group 1, Census Tract 14.02, District of Columbia, District of Columbia",956,188,26,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,41,26,41,0,12,26,41,0,12,930,179,816,190,770,201,770,201,0,12,46,54,18,29,18,29,0,12,28,45,28,45,0,12,114,46,82,36,75,35,7,12,32,38
1500000US110010014022,110010014022,"Block Group 2, Census Tract 14.02, District of Columbia, District of Columbia",939,184,53,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,58,48,58,48,58,0,12,5,8,886,192,555,181,523,175,523,175,0,12,32,51,0,12,0,12,0,12,32,51,22,35,10,17,331,109,314,107,296,108,18,18,17,18
1500000US110010014023,110010014023,"Block Group 3, Census Tract 14.02, District of Columbia, District of Columbia",1329,339,163,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,163,109,73,44,64,41,9,13,90,92,1166,315,715,327,612,317,529,243,83,88,103,90,33,50,33,50,0,12,70,78,56,60,14,21,451,127,360,86,306,80,54,58,91,79
1500000US110010015001,110010015001,"Block Group 1, Census Tract 15, District of Columbia, District of Columbia",1796,503,22,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,32,0,12,0,12,0,12,22,32,1774,498,1438,520,1365,533,1339,520,26,40,73,84,0,12,0,12,0,12,73,84,73,84,0,12,336,163,177,72,104,60,73,49,159,113
1500000US110010015002,110010015002,"Block Group 2, Census Tract 15, District of Columbia, District of Columbia",883,246,31,57,31,57,31,57,0,12,31,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,852,224,805,231,776,234,776,234,0,12,29,47,0,12,0,12,0,12,29,47,29,47,0,12,47,35,47,35,47,35,0,12,0,12
1500000US110010015003,110010015003,"Block Group 3, Census Tract 15, District of Columbia, District of Columbia",659,271,15,17,10,17,10,17,0,12,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,6,0,12,0,12,0,12,5,6,644,268,534,273,493,295,493,295,0,12,41,62,0,12,0,12,0,12,41,62,28,42,13,20,110,67,110,67,110,67,0,12,0,12
1500000US110010015004,110010015004,"Block Group 4, Census Tract 15, District of Columbia, District of Columbia",1551,336,138,129,119,138,46,76,46,76,0,12,73,115,73,115,73,115,0,12,0,12,0,12,0,12,19,32,0,12,0,12,0,12,19,32,1413,339,1309,344,1129,351,1110,343,19,31,180,138,0,12,0,12,0,12,180,138,180,138,0,12,104,52,104,52,91,51,13,22,0,12
1500000US110010015005,110010015005,"Block Group 5, Census Tract 15, District of Columbia, District of Columbia",1184,298,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1184,298,1103,305,1071,311,1071,311,0,12,32,53,0,12,0,12,0,12,32,53,32,53,0,12,81,56,60,33,44,31,16,25,21,32
1500000US110010016001,110010016001,"Block Group 1, Census Tract 16, District of Columbia, District of Columbia",1385,259,85,67,85,67,27,32,0,12,27,32,58,56,28,44,28,44,0,12,30,36,0,12,30,36,0,12,0,12,0,12,0,12,0,12,1300,241,1206,253,934,236,934,236,0,12,272,180,9,13,0,12,9,13,263,180,252,173,11,18,94,62,69,46,49,42,20,21,25,27
1500000US110010016002,110010016002,"Block Group 2, Census Tract 16, District of Columbia, District of Columbia",637,171,25,36,23,35,23,35,23,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,7,0,12,0,12,0,12,2,7,612,169,515,171,276,138,256,120,20,30,239,137,37,60,37,60,0,12,202,124,178,109,24,29,97,51,64,32,43,30,21,17,33,33
1500000US110010016003,110010016003,"Block Group 3, Census Tract 16, District of Columbia, District of Columbia",718,226,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,11,17,11,17,0,12,0,12,707,230,599,244,470,225,470,225,0,12,129,96,20,31,20,31,0,12,109,91,90,74,19,21,108,52,99,46,90,44,9,14,9,14
1500000US110010016004,110010016004,"Block Group 4, Census Tract 16, District of Columbia, District of Columbia",1682,328,60,44,56,44,49,42,35,38,14,21,7,14,7,14,0,12,7,14,0,12,0,12,0,12,4,10,0,12,0,12,0,12,4,10,1622,331,1482,331,1252,333,1237,327,15,28,230,145,65,85,58,79,7,13,165,112,165,112,0,12,140,71,112,61,89,56,23,22,28,23
1500000US110010017021,110010017021,"Block Group 1, Census Tract 17.02, District of Columbia, District of Columbia",1554,292,57,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,57,56,22,22,17,20,5,9,35,45,1497,302,1078,339,733,267,719,262,14,20,345,245,185,222,185,222,0,12,160,106,160,106,0,12,419,103,370,97,316,100,54,31,49,35
1500000US110010017022,110010017022,"Block Group 2, Census Tract 17.02, District of Columbia, District of Columbia",1457,260,95,63,30,37,18,30,0,12,18,30,12,20,0,12,0,12,0,12,12,20,0,12,12,20,65,49,38,33,20,23,18,22,27,27,1362,244,926,218,557,188,557,188,0,12,369,188,222,161,222,161,0,12,147,103,106,71,41,39,436,183,289,87,250,86,39,35,147,146
1500000US110010018031,110010018031,"Block Group 1, Census Tract 18.03, District of Columbia, District of Columbia",1295,234,191,148,184,147,139,140,107,135,32,48,45,49,0,12,0,12,0,12,45,49,45,49,0,12,7,11,7,11,7,11,0,12,0,12,1104,211,833,213,672,211,672,211,0,12,161,103,57,63,45,49,12,19,104,84,104,84,0,12,271,128,202,79,157,60,45,45,69,65
1500000US110010018032,110010018032,"Block Group 2, Census Tract 18.03, District of Columbia, District of Columbia",2764,341,531,277,435,275,278,250,278,250,0,12,157,120,129,109,129,109,0,12,28,47,28,47,0,12,96,53,96,53,96,53,0,12,0,12,2233,388,1693,358,1061,351,1054,350,7,11,632,328,171,142,141,128,30,30,461,294,441,279,20,32,540,206,372,112,272,92,100,71,168,123
1500000US110010018041,110010018041,"Block Group 1, Census Tract 18.04, District of Columbia, District of Columbia",1085,363,144,123,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,144,123,114,100,86,94,28,37,30,48,941,321,492,265,380,238,380,238,0,12,112,100,70,86,70,86,0,12,42,49,42,49,0,12,449,183,331,138,315,143,16,27,118,128
1500000US110010018042,110010018042,"Block Group 2, Census Tract 18.04, District of Columbia, District of Columbia",1666,654,262,168,167,157,62,95,62,95,0,12,105,120,0,12,0,12,0,12,105,120,105,120,0,12,95,63,56,39,36,31,20,22,39,35,1404,642,1268,639,390,257,390,257,0,12,878,615,439,439,439,439,0,12,439,378,391,342,48,66,136,74,129,73,129,73,0,12,7,12
1500000US110010018043,110010018043,"Block Group 3, Census Tract 18.04, District of Columbia, District of Columbia",2884,575,740,384,638,387,215,246,215,246,0,12,423,288,0,12,0,12,0,12,423,288,397,278,26,39,102,89,74,82,74,82,0,12,28,46,2144,505,1817,529,1009,476,1009,476,0,12,808,323,214,180,214,180,0,12,594,299,472,275,122,128,327,144,249,104,199,98,50,43,78,69
1500000US110010019011,110010019011,"Block Group 1, Census Tract 19.01, District of Columbia, District of Columbia",956,274,256,224,227,222,0,12,0,12,0,12,227,222,161,195,161,195,0,12,66,100,66,100,0,12,29,34,19,23,9,16,10,17,10,23,700,246,582,249,356,229,356,229,0,12,226,129,0,12,0,12,0,12,226,129,212,121,14,22,118,58,97,45,85,39,12,19,21,24
1500000US110010019012,110010019012,"Block Group 2, Census Tract 19.01, District of Columbia, District of Columbia",1024,351,63,50,15,22,15,22,0,12,15,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,46,37,36,29,33,8,13,11,18,961,339,825,344,386,262,386,262,0,12,439,272,43,47,43,47,0,12,396,267,396,267,0,12,136,74,131,74,126,75,5,9,5,8
1500000US110010019013,110010019013,"Block Group 3, Census Tract 19.01, District of Columbia, District of Columbia",1348,312,115,108,81,105,16,24,16,24,0,12,65,103,0,12,0,12,0,12,65,103,65,103,0,12,34,30,26,28,26,28,0,12,8,10,1233,318,1001,295,679,295,679,295,0,12,322,169,90,84,90,84,0,12,232,151,226,148,6,11,232,147,111,60,77,51,34,31,121,112
1500000US110010019014,110010019014,"Block Group 4, Census Tract 19.01, District of Columbia, District of Columbia",653,193,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,8,12,8,12,0,12,0,12,645,195,597,204,410,170,410,170,0,12,187,122,64,88,64,88,0,12,123,91,123,91,0,12,48,32,48,32,48,32,0,12,0,12
1500000US110010019021,110010019021,"Block Group 1, Census Tract 19.02, District of Columbia, District of Columbia",1602,295,177,184,150,182,2,6,0,12,2,6,148,182,10,16,0,12,10,16,138,181,138,181,0,12,27,17,23,17,23,17,0,12,4,5,1425,245,1267,240,675,209,675,209,0,12,592,188,62,70,32,32,30,46,530,191,462,149,68,80,158,47,133,39,116,36,17,13,25,17
1500000US110010019022,110010019022,"Block Group 2, Census Tract 19.02, District of Columbia, District of Columbia",739,164,49,36,29,33,5,7,0,12,5,7,24,32,0,12,0,12,0,12,24,32,21,32,3,5,20,21,17,20,17,20,0,12,3,5,690,168,554,179,320,136,320,136,0,12,234,124,24,39,24,39,0,12,210,127,207,126,3,5,136,51,116,46,112,46,4,8,20,23
1500000US110010020011,110010020011,"Block Group 1, Census Tract 20.01, District of Columbia, District of Columbia",1632,362,190,82,104,73,50,47,35,43,15,24,54,55,6,9,0,12,6,9,48,54,34,51,14,20,86,44,61,38,61,38,0,12,25,29,1442,348,1143,322,759,271,739,273,20,24,384,189,124,146,124,146,0,12,260,153,240,144,20,26,299,158,217,54,210,55,7,10,82,155
1500000US110010020012,110010020012,"Block Group 2, Census Tract 20.01, District of Columbia, District of Columbia",1327,248,104,66,14,26,14,26,14,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,90,64,28,22,16,18,12,13,62,52,1223,229,1022,233,819,224,777,214,42,62,203,127,56,55,56,55,0,12,147,123,147,123,0,12,201,111,110,43,73,38,37,31,91,96
1500000US110010020021,110010020021,"Block Group 1, Census Tract 20.02, District of Columbia, District of Columbia",905,238,41,63,16,26,16,26,16,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,58,0,12,0,12,0,12,25,58,864,220,750,222,625,236,602,234,23,30,125,159,125,159,101,127,24,32,0,12,0,12,0,12,114,61,94,47,78,42,16,20,20,24
1500000US110010020022,110010020022,"Block Group 2, Census Tract 20.02, District of Columbia, District of Columbia",1794,489,383,278,317,275,30,48,30,48,0,12,287,270,0,12,0,12,0,12,287,270,232,260,55,80,66,60,56,58,50,58,6,9,10,15,1411,423,1156,442,594,276,586,268,8,19,562,356,139,189,139,189,0,12,423,329,423,329,0,12,255,112,212,94,186,90,26,26,43,48
1500000US110010020023,110010020023,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",1211,289,93,83,14,23,0,12,0,12,0,12,14,23,0,12,0,12,0,12,14,23,14,23,0,12,79,80,0,12,0,12,0,12,79,80,1118,296,784,303,418,204,411,204,7,12,366,264,145,179,145,179,0,12,221,201,202,191,19,32,334,143,188,70,132,65,56,37,146,112
1500000US110010021011,110010021011,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",1529,663,183,180,155,175,0,12,0,12,0,12,155,175,0,12,0,12,0,12,155,175,155,175,0,12,28,32,28,32,28,32,0,12,0,12,1346,655,1141,650,370,309,370,309,0,12,771,642,331,390,331,390,0,12,440,493,432,491,8,13,205,117,205,117,205,117,0,12,0,12
1500000US110010021012,110010021012,"Block Group 2, Census Tract 21.01, District of Columbia, District of Columbia",1163,531,135,207,130,207,130,207,130,207,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,9,0,12,0,12,0,12,5,9,1028,487,811,494,188,167,188,167,0,12,623,507,0,12,0,12,0,12,623,507,623,507,0,12,217,129,177,108,133,104,44,44,40,45
1500000US110010021013,110010021013,"Block Group 3, Census Tract 21.01, District of Columbia, District of Columbia",1421,448,123,104,48,67,48,67,48,67,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,75,78,73,78,73,78,0,12,2,6,1298,462,1170,465,526,306,526,306,0,12,644,356,62,108,62,108,0,12,582,343,582,343,0,12,128,87,103,61,80,54,23,35,25,39
1500000US110010021014,110010021014,"Block Group 4, Census Tract 21.01, District of Columbia, District of Columbia",825,586,27,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,23,27,23,27,23,0,12,0,12,798,585,650,583,603,598,603,598,0,12,47,76,0,12,0,12,0,12,47,76,47,76,0,12,148,87,122,69,99,64,23,28,26,33
1500000US110010021015,110010021015,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",722,332,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,14,23,14,23,0,12,0,12,708,330,545,345,460,340,460,340,0,12,85,102,54,85,34,53,20,32,31,51,31,51,0,12,163,108,163,108,163,108,0,12,0,12
1500000US110010021021,110010021021,"Block Group 1, Census Tract 21.02, District of Columbia, District of Columbia",771,238,10,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,14,10,14,4,8,6,12,0,12,761,237,451,228,255,190,255,190,0,12,196,125,149,108,121,87,28,43,47,58,47,58,0,12,310,115,206,54,156,48,50,40,104,80
1500000US110010021022,110010021022,"Block Group 2, Census Tract 21.02, District of Columbia, District of Columbia",578,164,107,81,77,71,0,12,0,12,0,12,77,71,31,47,31,47,0,12,46,52,46,52,0,12,30,38,30,38,30,38,0,12,0,12,471,167,236,152,124,97,124,97,0,12,112,124,17,27,17,27,0,12,95,121,95,121,0,12,235,74,186,61,154,57,32,21,49,32
1500000US110010021023,110010021023,"Block Group 3, Census Tract 21.02, District of Columbia, District of Columbia",1219,322,97,105,80,104,4,7,0,12,4,7,76,104,0,12,0,12,0,12,76,104,68,104,8,12,17,15,0,12,0,12,0,12,17,15,1122,333,855,333,459,291,437,282,22,40,396,273,83,102,83,102,0,12,313,250,279,213,34,53,267,123,200,90,130,82,70,51,67,55
1500000US110010021024,110010021024,"Block Group 4, Census Tract 21.02, District of Columbia, District of Columbia",1249,335,284,159,256,155,0,12,0,12,0,12,256,155,26,42,26,42,0,12,230,150,230,150,0,12,28,33,28,33,28,33,0,12,0,12,965,310,839,311,268,193,268,193,0,12,571,286,69,112,69,112,0,12,502,267,390,223,112,93,126,77,106,62,96,60,10,15,20,31
1500000US110010021025,110010021025,"Block Group 5, Census Tract 21.02, District of Columbia, District of Columbia",502,161,101,93,52,72,0,12,0,12,0,12,52,72,52,72,52,72,0,12,0,12,0,12,0,12,49,50,16,18,16,18,0,12,33,48,401,138,238,116,137,67,137,67,0,12,101,90,18,27,18,27,0,12,83,84,83,84,0,12,163,88,136,76,125,79,11,14,27,53
1500000US110010021026,110010021026,"Block Group 6, Census Tract 21.02, District of Columbia, District of Columbia",694,233,106,72,61,73,0,12,0,12,0,12,61,73,0,12,0,12,0,12,61,73,61,73,0,12,45,56,33,53,33,53,0,12,12,19,588,230,416,220,172,102,172,102,0,12,244,192,69,112,69,112,0,12,175,149,175,149,0,12,172,122,130,70,89,47,41,50,42,65
1500000US110010022011,110010022011,"Block Group 1, Census Tract 22.01, District of Columbia, District of Columbia",1448,402,82,76,35,37,11,18,0,12,11,18,24,33,0,12,0,12,0,12,24,33,0,12,24,33,47,69,0,12,0,12,0,12,47,69,1366,361,1071,365,534,271,514,267,20,31,537,349,91,132,91,132,0,12,446,320,407,306,39,72,295,184,196,75,155,65,41,49,99,134
1500000US110010022012,110010022012,"Block Group 2, Census Tract 22.01, District of Columbia, District of Columbia",1278,410,94,109,84,104,0,12,0,12,0,12,84,104,0,12,0,12,0,12,84,104,84,104,0,12,10,19,6,12,0,12,6,12,4,8,1184,395,1124,399,883,377,883,377,0,12,241,126,75,88,66,76,9,14,166,115,158,114,8,14,60,46,44,35,44,35,0,12,16,33
1500000US110010022013,110010022013,"Block Group 3, Census Tract 22.01, District of Columbia, District of Columbia",868,301,131,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,131,96,105,89,93,90,12,19,26,28,737,299,670,299,195,98,195,98,0,12,475,298,234,215,192,176,42,54,241,199,241,199,0,12,67,53,44,31,26,22,18,26,23,27
1500000US110010022021,110010022021,"Block Group 1, Census Tract 22.02, District of Columbia, District of Columbia",2203,530,497,395,448,395,54,84,54,84,0,12,394,389,48,55,0,12,48,55,346,387,346,387,0,12,49,31,39,27,39,27,0,12,10,15,1706,388,1384,372,686,305,686,305,0,12,698,329,249,166,245,165,4,8,449,306,443,304,6,11,322,142,238,76,209,76,29,36,84,102
1500000US110010022022,110010022022,"Block Group 2, Census Tract 22.02, District of Columbia, District of Columbia",978,291,195,156,178,154,0,12,0,12,0,12,178,154,0,12,0,12,0,12,178,154,155,149,23,28,17,20,17,20,17,20,0,12,0,12,783,244,738,249,264,113,264,113,0,12,474,225,82,120,82,120,0,12,392,198,381,196,11,20,45,39,32,24,23,20,9,14,13,20
1500000US110010022023,110010022023,"Block Group 3, Census Tract 22.02, District of Columbia, District of Columbia",664,215,121,129,61,98,0,12,0,12,0,12,61,98,61,98,51,82,10,16,0,12,0,12,0,12,60,86,11,17,2,7,9,15,49,71,543,195,436,198,364,176,364,176,0,12,72,69,0,12,0,12,0,12,72,69,72,69,0,12,107,63,103,65,98,67,5,7,4,8
1500000US110010023011,110010023011,"Block Group 1, Census Tract 23.01, District of Columbia, District of Columbia",1657,351,71,58,18,29,0,12,0,12,0,12,18,29,0,12,0,12,0,12,18,29,18,29,0,12,53,52,0,12,0,12,0,12,53,52,1586,343,1255,377,899,373,886,376,13,20,356,192,70,76,49,51,21,28,286,172,276,166,10,17,331,180,180,83,85,61,95,67,151,116
1500000US110010023012,110010023012,"Block Group 2, Census Tract 23.01, District of Columbia, District of Columbia",1714,279,231,142,147,130,52,83,52,83,0,12,95,98,41,48,0,12,41,48,54,82,54,82,0,12,84,54,50,34,31,29,19,21,34,34,1483,272,1061,280,606,254,606,254,0,12,455,267,240,246,183,169,57,89,215,105,215,105,0,12,422,139,253,80,146,67,107,57,169,89
1500000US110010023021,110010023021,"Block Group 1, Census Tract 23.02, District of Columbia, District of Columbia",1449,204,331,187,32,37,32,37,32,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,299,185,140,72,90,62,50,43,159,146,1118,154,430,139,343,153,343,153,0,12,87,70,49,53,49,53,0,12,38,54,38,54,0,12,688,122,460,95,341,97,119,32,228,68
1500000US110010024001,110010024001,"Block Group 1, Census Tract 24, District of Columbia, District of Columbia",752,193,41,35,11,18,11,18,0,12,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,31,30,31,30,31,0,12,0,12,711,188,538,200,322,154,322,154,0,12,216,122,25,39,25,39,0,12,191,114,191,114,0,12,173,79,133,53,107,49,26,25,40,41
1500000US110010024002,110010024002,"Block Group 2, Census Tract 24, District of Columbia, District of Columbia",1395,289,78,50,28,30,19,27,0,12,19,27,9,15,0,12,0,12,0,12,9,15,0,12,9,15,50,39,0,12,0,12,0,12,50,39,1317,293,1069,331,711,302,700,298,11,20,358,196,102,117,102,117,0,12,256,155,256,155,0,12,248,110,161,65,93,49,68,45,87,61
1500000US110010024003,110010024003,"Block Group 3, Census Tract 24, District of Columbia, District of Columbia",1006,243,127,59,11,16,0,12,0,12,0,12,11,16,0,12,0,12,0,12,11,16,0,12,11,16,116,59,40,44,40,44,0,12,76,59,879,247,654,232,238,115,238,115,0,12,416,219,0,12,0,12,0,12,416,219,384,212,32,52,225,135,105,56,36,38,69,42,120,111
1500000US110010024004,110010024004,"Block Group 4, Census Tract 24, District of Columbia, District of Columbia",1108,317,131,139,94,140,94,140,48,78,46,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,30,24,22,9,15,15,17,13,20,977,221,680,249,430,216,282,129,148,204,250,176,0,12,0,12,0,12,250,176,250,176,0,12,297,119,137,58,76,48,61,37,160,83
1500000US110010025011,110010025011,"Block Group 1, Census Tract 25.01, District of Columbia, District of Columbia",1298,221,355,159,158,138,0,12,0,12,0,12,158,138,0,12,0,12,0,12,158,138,158,138,0,12,197,78,163,68,163,68,0,12,34,47,943,240,555,235,177,115,177,115,0,12,378,219,244,205,133,92,111,137,134,112,134,112,0,12,388,179,231,89,182,91,49,41,157,142
1500000US110010025012,110010025012,"Block Group 2, Census Tract 25.01, District of Columbia, District of Columbia",1683,293,197,142,150,128,19,21,0,12,19,21,131,126,0,12,0,12,0,12,131,126,131,126,0,12,47,61,29,47,29,47,0,12,18,40,1486,273,1282,291,817,193,817,193,0,12,465,252,148,182,70,76,78,111,317,196,287,192,30,34,204,129,96,45,52,33,44,30,108,100
1500000US110010025021,110010025021,"Block Group 1, Census Tract 25.02, District of Columbia, District of Columbia",1076,535,116,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,116,88,116,88,94,85,22,24,0,12,960,545,541,570,271,282,271,282,0,12,270,434,64,90,64,90,0,12,206,430,206,430,0,12,419,199,236,101,107,57,129,91,183,111
1500000US110010025022,110010025022,"Block Group 2, Census Tract 25.02, District of Columbia, District of Columbia",1871,414,210,169,103,150,19,51,19,51,0,12,84,139,0,12,0,12,0,12,84,139,84,139,0,12,107,73,26,42,0,12,26,42,81,40,1661,435,1050,457,637,346,637,346,0,12,413,304,101,154,101,154,0,12,312,299,312,299,0,12,611,236,424,138,320,127,104,66,187,150
